name	stars	title	content
Christine T.	5	Great product!	Great product!
Mary L.	5	Great Lipstick 💄	I have had trouble finding a good lipstick that looks good on me. I found one now. (Kisses) is my new favorite lipstick .
Nancy O.	5	Coral Reef and Sunset	Love these lipsticks! I like orange, coral colors. These go on smoothly, do not feather/bleed. Long lasting and keep moisture in lips. Definitely will buy again!
Nancy O.	5	Coral Reef and Sunset	Love these lipsticks! I like orange, coral colors. These go on smoothly, do not feather/bleed. Long lasting and keep moisture in lips. Definitely will buy again!
Penni B.	5	I was skeptical but the	I was skeptical but the colors are beautiful and they don't bleed and leave my lips very soft. Thank you.
Linda S.	5	Wonderful Product	This is the only lipstick I use. Beautiful shades that don't dry out your lips.
R. J.	5	AWEWOME!	Really good colors and great texture. Long lasting. Love the tube designs, too!
Jodi G.	5	Hint of mint	Love this!! Goes on smooth with a little shine and a hint of mint!!!
Irene J.	5	First timer	Love the product. Color is true and does look good on me. I do reapply but I'm tough on lipstick.
Cynthia A.	5	Love the color !!!	Love the color !!!
Terri H.	5	Lipsticks	These lipsticks are wonderful -- creamy with lots of moisture. As a 60 year old woman, I have some fine lines around my mouth where other lipsticks run into. These do not, just as they promise! Love their product!
Maureen C.	5	The Threesome	Love them
Michelle M.	5	Very pretty color! Not too	Very pretty color! Not too dark to wear to the office and is fun for the evening
Arlene A.	5	Love This Lipstick!	Saw the ad. Saw many others offering products like it. This one? A home run. Great color and texture. Long lasting. Great case design. Small size, perfect for my bag.  I will be ordering more!
Mary K.	5	Soft Lips	This lipstick really moisturizes your lips. There is no bleeding.
Jane H.	5	Purrfect	This is just as advertised. Moisturizing with great color.
Jill T.	5	Love this pink!!!	Love this pink!!!
Lisa V.	5	Best lipstick ever!	It truly stays put and does not bleed into my lip lines. The colors are fantastic. So happy I decided to give these a try. These are my new go to lipsticks!
Jerilyn T.	5	Awesome product	Love the colors and texture. Keeps lips moist.
Joan D.	5	The color was just the	The color was just the perfect shade of dark raspberry!
Brenda V.	5	Love	This lipstick doesn't bleed at all. Great color that last. Planning on buying more.
Lanny S.	5	I love this lip treatment	I love this lip treatment is makes my lips feel soft and like I have nothing extra on them. I love other lipsticks I have ordered. Thanks for making a great product for older women.
Kathy F.	5	Feels good on my lips	Feels good on my lips and keeps them moist
Kathy F.	5	Feels good on my lips	Feels good on my lips and keeps them moist
Paula H.	5	Fabulous, Praiseworthy Product, Love Them!!	I LOVE the purples bundle!! I love that I was able to buy all 3 lipsticks in a bundle even though there was one color in particular i’ve been looking for and now have 2 more lipsticks that also look fantastic! The lipstick itself goes on smoothly with wonderful color coverage and stays put. At the end of the day my lips stay hydrated. I even love the packaging! Since wearing 2 of 3 colors, I’ve gotten compliments on both from folks that don’t normally notice that I’m wearing lipstick!! Lastly I’m gratified to know a portion of the sale of these lipsticks goes towards a good cause - it’s a win/win anyway you look at it!!
Pamela B.	5	Mint To Be Vegan Lip Treatment	A smooth minty way to soften your lips... love it!
Ann R.	5	Great lipstick!	This lipstick feels amazing on my lips! Very moist and creamy and I love the color. The container may not hold up, however.
Annette F.	5	I am a older women,	I am a older women, these, lipsticks are moist but do not smear. Good quality,love them.
Lori B.	5	Quality lipstick	Just purchased my first “color the world” lipstick and I love it! I plan on adding new colors to my collection. It feels good knowing that I’m supporting important causes!
Carolyn P.	5	Pleasant Surprise	I am always a little leery when ordering from an unknown company the first time. I am so impressed with Color The World. The lipstick colors are true to the pictures and apply as promised. The service was exceptional and I couldn't believe my order was filled so quickly. Thank you!
Jane L.	5	Lovely bright shade of lipstick	I ordered Speechless because I was looking for a brighter color than my 2 previously-purchased shades. I really like it and, as promised, it goes on smoothly and does not run into the fine lines around my lips. I am 71 and very pleased with this product.
Helen a.	5	Smooth and love the color!	I love how this lipstick goes on! Moisturizing and great color! I love the colorful cases! Definitely will buy more colors!
Patricia L.	5	Wonderful	I am 66 years old. This lipstick trio is amazing. It goes on very smooth and I do not need lip liner. I absolutely love it.
Gretchen H.	5	Like it a lot	Like it a lot
Lisa B.	5	Love this lipstick!!	I'm thrilled with this lipstick. It works as promised, with on feathering in the fine lines around my mouth, AND supports a worthy cause. I'm sold and will order again!
Jane L.	5	Lovely bright shade of lipstick	I ordered Speechless because I was looking for a brighter color than my 2 previously-purchased shades. I really like it and, as promised, it goes on smoothly and does not run into the fine lines around my lips. I am 71 and very pleased with this product.
Eleanor R.	5	the feeling fresh bundle of lipsticks	Most lipsticks get dry and do not remain colorfull for very long. My experience with the bundle I got is that there are no bleeding lines and the lipstick color stays fresh looking for a long time. I will be buying more in more colors. It's a good product and a good investment.
Derra H.	5	Sunset	I absolutely love my first purchase of “Sunset”. I also bought “Mint to Be” and enjoy wearing it underneath as a base coat. I also love the refreshing tingle of the mint. I have been recommending this company to all of my friends and even bought the 24K as a birthday gift for one of them. She loves the color and creamy texture. And of course, I love that great charities are supported. For sure, I’ll be buying more colors soon!
Marcia M.	5	Beautiful Color!	This lipstick is wonderful! I’ve purchased my “everyday” lipstick from Color The World more than once because it applies so easily, doesn’t dry my lips, and makes my aging lips look smooth. I wanted to try a new color and this one didn’t disappoint! It’s Lovely! Bright but not gaudy, it’s a great addition to my colors!
Carol F.	5	Best Lip Stick Ever!	I love everything about this brand of lipsticks. The colors are great and the texture is so creamy. The best I have bought in years. Will be back to buy more. Thanks so much. Carol
Patti B.	5	Love the color. Buy again.	Love the color. Buy again. Love this
Mary T.	5	Hard to find a good red	Just as advertised this lipstick is creamy and is the first (blue) red that doesn't look orange on me
Barbara S.	5	Nice and creamy. Great color.	Nice and creamy. Great color. Doesn't stay in as I would like, but better than most. Will buy again.
Leonie T.	5	Love it!!	The most natural shade ever, normally so hard to find. Very grateful to have found this company. Highly recommend.
Alba H.	5	Love it!	This is the second time I've ordered Girls Night Out! I think I have about 8 or 9 tubes of Color The World lipsticks. It's all I wear! Colors are vibrant, long lasting, & full of moisture! And no feathering! Plus the donations to good causes is a bonus!
Karola T.	5	My World has been Colored!	I was intrigued by the ad and liked the colrs available. It was about 98 degrees here when the package arrived and I was concerned because most lipsticks would have melted. I opened it, and it was in perfect shape. The accompanying instruction said to let it sit for a while. The case is lovely printed cardboard, not plastic. The lipstick had not melted, it is a wonderful color and feels really good on my lips!This is a real win for me and I give it my highest recommendation.
Norma S.	5	Perfect Color!	I absolutely love your lipstick! I have four, which definitely cover my skin tone. But best of all, they DON'T MAKE MY LIPS PEEL!!!!!!!
Pati M.	5	Great color and product! Can't	Great color and product! Can't wait to try another one!
Amy P.	5	LOVE!	Wonderful lipstick. It's so flattering and lovely. The coral shade is gorgeous. It also lasts a while and is nice and light rather than waxy or heavy. Huge fan! Thank you!!!!
